Samskrit Word	Samskrit_GenderTelugu	Telugu_Word	Telugu _Gender
awIwa		awIwamu^gadacinaxi	
guNa-karman			
viBAga		viBAgamu	
viBAgaSaH		viBAgamunuMdi	
guNa-pra_vqX1			
safKyAna		safKya	
guNa-safga			
guNa-sammUDa			
BexawaH		Bexamuvalana^Bexamu	
guNamayI		saxguNamulu_kalavAdu	
guNamaya		saxguNamulu_kalavAdu	
guNawaH		guNamulaku_anuguNaMga	
gudAkeSa		arjunudu	
guhya		guhyamu^rahasyamu	
guhya-wama			
guhyawama			*
guhyawara			
guru		guruvu^baruvu^muKyamu	
hA2			
hAni		hAni	
ha		ha	
han1			
han1_Nic			
hanwa		ayyo	
hanwq		hiMsiMcuvAdu	
hanyamAna		caMpabaduta	
harRa		harRamu	
Soka		Sokamu	
amarRa		asahanaSilamu^kopamu	
uxvega		uxvegamu	
hari		hari	
haswa		haswamu	
haswin		woVMdamukalaxi^enugu	
havis		havis^homa_xravyamu	
haya		hayamu^gurramu	
he		he	
hewu		hewuvu	
hewumaw			*
hi		niScayamu	
hiMs1			
hiMsA		hiMsa	
Atmaka		svaBAvikamu	
himAlaya		himAlayamu	
kAmyA		kAmyamu^korika	
hq1			
hqR1			
hqRIkeSa		hqRIkeSudu^viRNuvu	
hqRta		harRamu	
roman		romamu^cinna_veVMtruka	
hqw		hariMcunaxi	
hqwa-jFAna			
hqx		manassu^hqxayamu^Cawi	
xeSa		xeSamu	
hqxaya		hqxayamu	
xOrbalya		xOrbalyamu^balahInawa	
hqxya		manassuku_hiwamEnaxi	
hrI		siggu^lajja	
hu1			
i1			
iR2			
iRta		iRtamu	
aniRta		ayiRtawa^ayiRtamu	
upapawwi		kAraNaM^xqRtAMwamu	
iRta-kAma-Xuk		korikalu_wIrcedi_Xenuvu	
iRu		bANamu	
icCA		icCa^iRtamu^korika	
icCA-xveRa-samuwWa		icCa_xveRamulawo_uxBaviMcinaxi	
ifg1			
iha		ihamu^I_lokamu	
ijyA		yAgamu^xAnamu	
ikRvAku		ikRvAku_vaMSaM	
inxriyArWa		inxriya_viSayamu	
inxriya		inxriyamulu^wvagAxi_inxriyamulu	
ArAma		vanaM^wota^krIdA_praxeSamu	
gocara		gocaramu	
grAma		samUhamu	
iva		valeV	
iwaH		iMwakaMteV^ikkada_nuMdi^ika_mIxa	
iwara		iwara	
iwi		ani^itlu^I_viXaMgA	
ixAnIm		ippudu	
ixam		ixi^I	
jAgq1			
jAhnavI		jAhnavI^gaMga	
jAwa		puttinaxi^samUhamu	
jAwi		kulamu^puttuka^sAmAnyamu	
jAwu		oVkappudu^niMxa	
jFA1			
jFA2			
jFAnAgni		jFAnAgni	
jFAna		jFAnamu	
xagXa		kAlcabadinaxi	
jFAna-asi			
jFAna-avasWiwa-cewas			*
jFAna-cakRus			
jFAna-gamya			
nirXUwa		viduvabadinaxi^Upabadinaxi	
kalmaRA		kalmaRamu^pApamu	
saFCinna		CinnABinnamu_ceyu^mukkalu_ceyu	
saMSaya		saMSayamu	
safga		safgamu^kaliyunaxi^kUduta	
vijFAna		vijFAnamu^jFAnamu	
nASana		nASanamu	
wqpwa		wqpwi_poMxinaxi	
xIpa		xIpaM	
xIpiwa		prakASiMpabadinaxi	
vyavasWiwi		vyavasWAnaM	
plavana		wariMcuta^Ixuta	
jFAnavaw		jFAnamu_kaligiuMduta	
jFAnin		jFAni	
jIrNa		jIrNa^vqxXudu^SiWilamu^pAwaxi	
jIv1			
jIv1_san			
jIva		jIvamu^prANaM	
jIvana		jIvanamu^brawuku_weruvu	
jIviwa		jIviwamu^brawuku^prANaM	
jaGanya		civarixi^nIcudu^aXamudu	
jagaw		jagawwu^lokaM^prapaMcaM	
nivAsa		nivAsamu	
jan3_Nic			
janArxana		janArxanudu^viRNuvu	
jana		janaM	
aXipa		aXipawi	
saMsax		saBa	
janaka-Axi		janakudu_moxalugu	
janman		uwpawwi^puttuka^uxBavamu	
banXa		banXanaM^SarIraM	
vinirmukwa		viduvabadinaxi	
mqwyu		mqwyuvu	
jarA		musaliwanamu^muximi	
vyAXi		vyAXi	
xoRa		xoRamu	
anuxarSana		xaggaragA_cUcuta^nirIkRiMcuta	
janwu		janwuvu	
japa		japamu	
maraNa		maraNamu	
jaya		jayamu	
ajaya		parAjayaM^ajayaM	
jayaxraWa		jayaxraWudu	
ji1			
ji1_san			
jijFAsu			
jiwa		jayiMpabadinaxi	
juR2			
jvalana		prakAsiMcunaxi^maMta	
jvalaw		prakASamu_kalaxi	
jyAyas		SreRTudu^agrajudu^vqxXudu	
jyAyasI		SreRTurAlu^agrajurAlu^vqxXurAlu	
jyowis		jyowi^prakASamu^agni^velugu	
kASirAja		kAsirAju	
kASya		kASi_rAjyapu	
kAfkR1			
kAla		kAlamu	
anala		agni^jaTarAgni	
sanniBa		samAnamu	
kAma		kAmaM	
Boga		Bogamu^suKamu	
hEwuka		hewuvAxamu_kalavAdu	
kAma-ipsu			Is it Ipsu ?
kAma-kAma			
kAmin		kAmiMcuvAdu^korika_kalavAdu	
kAma-kAra		yaWeRtaMgA_pravarwiMcuvAdu	
parAyaNa		aBIRtamu^Asakwi	
uxBava		uxBaviMcunaxi	
viyukwa		veru_ceyabadinaxi^vicCinnamEnaxi	
rAga		rAga^xuRta^mAwsaryamu	
bala		balaM	
anviwa		anusariMcunaxi	
vivarjiwa		vaxilipettabadinaxi^ivvabadinaxi	
safkalpa		safkalpamu^icCASakwi^mAnasika_xqDawvaM	
varjiwa		vaxilipettabadinaxi^ivvabadinaxi	
upaBoga		upaBogaM^suKaM	
parama		praXAnaM^AxyaM	
kAmakAra		yaWeRtaMgA_pravarwiMcuvAdu	
kAmya		korika^koraxaginaxi	
kAraNa		kAraNaM^hewuvu	
kArpaNya		kqpaNawvaM	
upahawa		nASamu_poVMxinaxi^gAyapadinavAdu	
svaBAva		svabAvaM	
kArya		kAryaM^pani	
akArya		ceddapani	
karwqwva		karwqBAvaM	
kAya		kAyamu^Sariramu^kAya	
grIva		kaNTamu	
kleSa		kleSaM^kaRtaM^vexana^xuHKaM	
kIrwi		kIrwi	
kOSala		kuSalawa^prasannawa	
kOmAra		kumArAvasWa	
kOnweya		kuMwI_puwrudu	
kRAnwi		gawi^gamanaM	
kRAwra		kRawriya_jAwi	
kRI1			
kRINa		SakwihInaM^xurbalaM	
kalmaRa		kalmaRaM^malinaM	
kRaNa		kRaNaM	
kRam1_Nic			
kRamA		kRama^pqWvI^sahanaM	
kRamin		sahanaSIludu^kRamiMcuvAdu	
kRara		Bumi^meGamu	
kRawriya		kRawriyudu	
kRaya		kRaya^nASamu	
kRemawara		kRemaM^rakRaNa^suKaM	
kRewra		Bumi^sWAnaM^paMtaBUmi	
kRewra-jFa		nerpari^jIvAwma	
saMyoga		saMyogaM^kalayika^saMgamaM	
kRewrin		BUsvAmi^Barya_kalavAdu	
kRip2			
kRipram		SIGraM^vegaM	
kRuxra		"sUkRmaM,xuRta,krUra"	
kUrma		wAbelu^viRNu_avawAraM^	
kUtasWa		parabrahma^Awma^kAlamuwo_mAranixi	
kaSmala		malinaM^kaSmala^pApamu^aSuxXaM	
kaWa1			
kaWam		elA	
kacciw		kaxa	
kal2_Nic			
kalevara		kalevaraM^SarIraM	
kalpa-Axi		kalpAxi^kalpAraMBamu	
kalpa-kRaya		sqRti_nASamu^kalpa_kRayamu	
kalyANa-kqw		maMgalYapraxaM^lABaxAyakaM	
kamala-Asana-sWa		kamalAsanudu^kamalamu_AsanamugA_kalavAdu	
kamala-pawra-akRa		kamalapawrAkRudu^kamalapawramu_vaMti_newramu_kalavAdu	
kanxarpa		manmaWudu	
kapi-Xvaja		kapiXvajudu	
kapila		kapila_varNaM	
karNa		karNudu	
karaNIyA		ceyabadAli	
karaNa		kriya^Xarmika_kqwyaM	
wyAga		wyAgamu	
coxanA		prerepiMcuta	
safgraha		safgrahaM^sekariMcu	
karmajA		karmalanuMci_puttinaxi	
karmaja		karmalanuMci_puttinaxi	
karman		kAryaM^PalaM	
Asafga		ASrayaM^anurAgaM^sAhacaryaM	
prepsu		poVMxavalenani_korika_kalavAdu	
saMyoga		kalayika^saMgamu	
wyAgin		wyAgi^xAwa	
banXana		banXanaM^kattu	
saFjFiwa		peru_galaxi	
safgin		snehaSIludu	
sannyAsa		sannyAsamu	
karmin		pani_ceyuvAdu	
karuNa		karuNa^kanikaramu	
karwq		ceyuvAdu_sqRtikarwa	
katu		gAtu^kAramu	
Amla		pulupu	
lavaNa		lavaNamu^uppu	
awyuRNa		eVkkuva_vedi^xahiMcunaxi	
wIkRNa		wIkRNamu	
rUkRa		karuku^paruRaM	
vixAhin		kAlcuvAdu	
kavi		kavi^paMdiwudu	
kawaraw			*
kaxAcana		oVkappudu	
kaxAciw		oVkappudu	
keSava		keSavudu	
keSiniRUxana		keSiniRUxanudu^viRNuvu	
kevala		kevalaM	
kiFcana		koVMceVM	
kiFciw		koVMceVM	
kilbiRa		wappu^pApamu^ceVdu_viRayaM	
kim		emiti	
AcAra		AcaraNaM^vyavahAraM	
kirItin		arjunudu^kirItamu_XariMcuvAdu	
klEbya		pirikiwanamu^klEbyaM	
kleSa		xuHKaM^kaRtaM^bAXa	
klix1_Nic			
kq3			
kq3_Nic			
kqR1			
kqR1_Nic			
kqRNa		kqRNudu^nalupu^xrOpaxi^kqRNA_naxi	
kqRi		kqRi^sexyamu^Srama^vyavasAyamu	
gO			*
rakRya		rakRiMpaxaginaxi	
vANijya		vANijyaM^vyApAramu^varwakamu	
kqp1			
kqpA		kqpa^xaya^kanikaraM	
kqpa		kqpa^xaya^kanikaraM	
kqpaNa		kqpaNudu^loBi^kuwsiwudu	
kqw1			
kqwa		ceyabadinaxi^karma_PalaM^oka_yugamu	
aFjali		aFjali^cewulu_jodiMci_namaskariMcuta	
anwa		aMwamu	
kqwya		ceRta^kAryamu^ceyuta^pani	
kqwsna		aMwayu^jalamu	
kqwsnavaw		aMwayu^jalamu	
krUra		krUra^nirxaya^hiMsiMcuta	
krawu		yajFamu^ceyabadunaxi	
kriyA		ceRta^pani^kriya	
kroXa		kroXamu	
kuSala		kuSalaM	
kula		kulaM	
kulaGna		kulamunu_nASamu_ceyuvAdu	
kunwi-puwra		kunwi_puwrudu	
kunwiBoja		kunwiBojudu	
kuru		kuru_xeSaM	
pravIra		uwkqRta yoXudu^pUjyudu	
vqxXa		vqxXudu^pexxaxi	
kurunanxana		kurunaMxanudu	
kurusawwama		kurusawwamudu^kuruSreRtudu	
kusumAkara		uxyAnaM^vasaMwa_qwu	
kuwaH		ekkadanuMdi^eMxuku	
kvaciw		appudappudu^koMceM	
lABa		lABaM	
lABa-alABa		lABAlABaM	
lAGava		lAGavaM^culakana	
laB1			
laGvASin			*
lakRaNa		lakRaNaM	
lifga		lifgaM	
lih1_san			
lip1			
loBa		loBaM^Asa	
loka		lokaM	
wraya		mUdu	
lubXa		loBi	
lupwa		lopiMcinaxi^lupwaM	
piNda		piNdaM	
uxakakriyA		jalawarpaNaM^uxakakriya	
mA		walli^lakRmi^nivAraNamu	
mAXava		mAXavudu	
mAhAwmya		mAhAwmyaM^goppaxanaM	
mAmaka		mA_vAdu^mAxi	
mAmikA		mA^mAxi	
mAna		AxaraNa^ahaMkAraM^prawiRtA	
apamAna		anAxaraNa	
mAnasa		manassu	
mAnava		mAnavudu^maniRi^manu_saMbaMXa	
mAnuRI		Ada_maniRi	
mAnuRa		maniRi^manavudu^puruRudu	
mArgaSIrRa		mArgaSira_mAsaM	
mAruwa		vAyuvu^gAli	
mArxava		mqxuwvaM^sukumArawa^meVwwana	
mAsa		mAsaM^neVla	
mAwq		walli^Avu^lakRmi	
mAwrA-sparSa		Bowika_saMparkaM	
mAwula		menamAma	
mAyA		mAya	
mEwra		mEwri^miwrudu^sneha_BAvaM	
mOna		mOnaM	
mOnin		mOnaM^mOnavrawaM_AcariMcevAdu	
mUDa		mUDudu^mUrKudu^ajFAni	
yoni		garBASrayaM^janmasWAnaM	
mUla		mUlamu^moVxalu	
mUrXan		mUrXamu^sirassu^wala	
mUrwi		mUrwi^SarIraM^prawima	
maNi		ABURaNaM^rawnamu	
gaNa		gaNamu^samUhamu^vargamu	
maXusUxana		maXusUxanudu	
maXya		maXya	
mahAbAhu		mahAbAhu^balamEna_Bujamulu_kalavAdu	
mahAn-SafKa		mahASaMKaM	
mahAn-raWa		mahAraWudu	
mahAnuBAva		mahAnuBAvudu	
mahAraWa		mahAraWudu	
mahAwman		mahAwmudu	
mahI		Bumi^mahi	
mahIkRiw		rAju^praBuvu	
mahaw-aSana		vyApwi^goppa_Akali	
bAhu		Bujamu	
iRvAsa		villu^Xanussu^vilukAdu	
pApman		pApamu	
qRi		qRi	
mahawI		goVppaxi^nAraxuni_vINa	
mahax		goVppa	
mahax-Awman			
BUwa		paFcaBUwamulayaMxu_oVkati	
yogeSvara		yogeSvarudu	
maheSvara		maheSvarudu	
mahiman		goppawanamu^Esvaryamu	
makara		makaramu^moVsali	
mala		malamu	
man1			
man2			
manIRin		buxXimaMwudu^vixvAMsudu	
RaRTa		Aravaxi	
manmaya		nAnuMci	
manoraWa		manoraWaM	
manu		manu^buxXi	
manuRya		maniRi^manuRya_jAwi	
loka		lokaM	
manwra		maMwraM	
hIna		hInamu^wakkuvEnaxi	
manxa		maMxa^paSu_samUhamu	
marIci		sUryudu^kiraNamu	
maraNa		maraNaM	
maruw		vAyuvu^gAli^	
marwya		naSiMcunaxi^BUlokaM^mAnavudu	
maw		nA^nAnuMdi	
mana		manassu	
mawa		mawaM^aBiprAyaM^sammawaM	
mawi		mawi^buxXi^icCa	
mawwa		maxamu^mawwu	
maxa		maxamu^mawwu	
meXA		meXassu^XAraNA_Sakwi^buxXi	
meXAvin		meXAvi	
meru		meru_parvawaM	
miSra		miSraM	
miWyA		miWya	
miwra		sUryudu^miwrudu	
ari		Sawruvu	
pakRa		prakka^paxihenu_rojulu	
xroha		xrohaM	
moGa		vyarWaM^nirarWakaM	
ASa		Asa	
moha		mohaM	
jAla		jAlaM	
samAvqwa		cuttabadinaxi	
kalila		aCexya^xattamEna	
mohana		mohiMpa_ceyuvAdu	
mohinI		mohinI	
mokRa		mokRamu	
mq1			
mqga		mqgaM	
mqgenxra		mqgenxrudu	
mqwa		mqwa^maraNaM^cAvu	
mqwyu		mqwyuvu^yamudu	
saMsAra		saMsAraM	
sAgara		sAgaraM	
varwman		mArgaM^wrova	
muKa		muKaM	
muKya		muKyaM	
muc1			
muc1 _Nic			
muh1			
muh1_Nic			
muhuH		mAtimAtiki	
mukwa		mukwi_noVxuta	
mumukRu		mokRaM_korevAdu	
muni		muni	
mux1			
nASa		nASiMcu	
nASana		nASanamu	
nAga		nAga^pAmu^enugu	
nAman		peru	
nAnA		nAnA^viviXamEna^anekaM	
praharaNa		kottuta^AyuXaM	
Akqwi		Akqwi^rUpaM	
viXa		viXamu	
nArI		nAri	
nAraxa		nAraxudu	
nAsA		mukku	
aByanwara		maXyana^lopala	
cArin		AcariMcuvAdu^saMcariMcuvAdu	
agra		moVxatixi^muKyamu	
nAyaka		nAyakudu	
nERTikI		niRTa_kalavAdu	
nERkarmya		kriya_hInawa^niRkAma_karmalu_ceyuta	
nERkqwika			*
nI1			
nIwi		nIwi	
nO		nAva^oda	*
na		kAxu^vaxxu	
ASriwa		Asrayamu_poVMxinavAdu	
Aximaw		praWamam^AraMBaM	
na-Axiwva			*
na-Baj1			
SASvawa		SASvawaM	
vihiwa		viXiMpabadinaxi	
Sakwa		Sakwudu^samarWudu^prayojaku	
Sama		Sanwi^mUgaBAvaM	
SraxxaXAna		SraxXAyukwudu	
SuSrURu		vinavalenani_korika_kalavAdu	
Suci		svacCa^SuxXaM	
Xruva		sWiraM^xqDaM^Xruvudu	
aBisanXa		vaFcakudu^niMxakudu	
ahaMvAxin			*
ahafkAra		ahaMkAraM	
anyA		BinnaM^veru	
gAmin		velYlYvAdu	
apekRa		apekRa^korika^kAMkRa	
na-asUya1			
asUyu		asUyAparudu	
na-ava_Ap1			
na-ava_IkR1			
na-ava_lok2			
mAniwA		aBimAnaM_kalavAdu^pUjiMpabadinavAdu	
buxXi		buxXi	
cApala		capalawvaM	
cira		cira_kAlaM^cAlA_kAlaM6^pAwa	
hEwuka		hewuvAxi	
na-iR2			
na-jFA2			
na-kalmaRa		kalmaRamu	
na-kq3			
buxXiwva		buxXi^jFAnaM	
na-kuSala		kuSalaM	
palAyana		pAripovuta	
parimeyA		koVluvaxaginaxi^parimiwa	
na-pra_Ap1			
prameya		yaXArWa_viRayaM^prameyaM	
prawIkAra		prawIkAraM^viroXaM	
priya		priyaM	
rawi		AnanxaM^prema^Bakwi	
saMSaya		saMSayaM	
sammUDa		mUrKawvaM^mUDawvaM	
sammoha		ajFAnaM^mUrKawvaM	
sawkqwa		pUjiwa^AwiWyaM	
sixXi		sixXi^saPalawvaMsaMpUrNaM	
sqRtAnna			*
upakArin		upakAri^upakAraM_ceyuvAdu	
uxvega		uxvegaM	
vaSa		vaSaM	
pUrvaka		pUrvakaM	
na-vi_Baj1			
na-vi_jFA2			
na-vi_naS1			
vikampa		caMcala^asWiraM^vaNukuta	
vixvas		vixvAMsudu	
vyaBicAra		viruxXa_AcaraNaM^ullaMGanaM	
vyaBicAriNI		vyaBicAriNi	
wawwvArWavaw		vAswavikaM^yaWArWaM	
xakRiNa		xakRiNaM	
xroha		xrohaM	
xveRtq		xveRi	
yaSas		yaSassu	
yaWAvaw		yaWAviXaM^niyamAnusAraM	
na-yuj2			
naBas		AkASaM	
spqS		sparSa^wAkuta	
naRta		naRtaM	
naS1			
naS1_Nic			
aBiRvafga		aBiruci^awyAsakwi^sparSa	
nacirAw		naciraM^kRaNikaM	
nakRawra		nakRawraM	
nakula		nakuludu^muMgisa^kulaM_lenivAdu	
nam1			
namaH		namaskAraM^xaMdamu	
namas_kq3			
namasya		pUjanIya^arcanIya^saparya	
narAXama		narAXamudu	
narAXipa		narAXipawi	
nara		narudu	
aXama		aXamudu	
vIra		vIrudu	
pufgava		puMgavudu^SreRtudu	
naraka		narakaM	
nava		nava^wommixi	
navan		nava^wommixi	
xvAra		xvAra	
naxI		naxi	
vAwa		vAyuvu^vAwa_xoRaM^vAwa	
ni-yuj2			
niHSreyasa		niHSreyassu^Sreyassu_kAnixi	
niHspqha		niHspqha^spqha_lekuMduta	
niRTA		niRTa	
niSA		rAwri^pasupu	
niScalA		niScalaM	
niScaya		niScayaM	
niSciwa		niSciwaM^niScayiMpabadina	
niXAna		uMcuta^saMpaxa^niXi	
niXana		niXanudu^xarixrudu^bIxavAdu	
ni_banX1			
ni_buX2			
ni_car1			
ni_gam1			
ni_grah1			
ni_han1			
ni_miR1			
ni_rah1			
ni_ruX1			
ni_vas1			
ni_viS1_Nic			
ni_vqw*1			
ni_vqw1			
ni_yam1			
ni_yam3			
ni_yuj2			
nibanXa		nibanXanaM	
nigraha		nigrahaM	
nimiwwa		nimiwwaM^kAraNaM	
mAwra		mAwra	*
ninx1			
nir-ASis		nirASissu^ASIssulu_lekapovuta	
nir-ASraya		nirASrayaM^ASrayaM_lekapovuta	
nir-AhAra		nirAhAra^AhAraM_lekapovuta	
nir-agni		niragni^agni_howraM_ceyanivAdu	
nir-ahafkAra		nirahafkAri	
nir-guNa		nirguNa^mUrKudu^paramAwma	
nir-malawva		SuxXaM	*
nir-mama		mamakAra_hInudu	
nir-vEra		vEraM_lenixi	
nir-vikAra		nirvikArudu^vikAramu_lenivAdu	
nir-xoRa		nirxoRaM^nirxoRi^xoRaM_lekuMduta	
nir-xvanxva		rAgaxveRamulu_lenivAdu	
nir-yoga-kRema			*
nir_IkR1			
nirguNawva		nirguNa^mUrKudu^paramAwma	
nirmAna		aBimAnaM_lekapovuta	*
nirmala		nirmalaM^svacCaM^SuxXaM	
nirmama		mamakAraM_lekapovuta	
nirvANa		nirvANaM^mokRaM	
paramA		parama^muKya^SreRTa	
nirvexa		nirvexaM^nirASa^vErAgyaM	
nirxeSa		nirxeSaM^AjFa	
nis-spqha		nispqha^nirASa	
nis-wrEguNya		anAsakwudu^wriguNamulu_lenivAdu	
nivAsa		nivAsaM	
nivqwwi		nivqwwi^viramiMcuta^nivAraNamu	
niwya		niwyaM	
niwya-aBi_yuj2			
sawwvasWa		sawwvaguNa_viSiRta^uwwama^SreRTa	
niwya-yuj2			
niwyaSaH		niwyaM^saxA	
niwyavErin		niwyavEri	
nixrA		nixra	
Alasya		alasawvaM	*
pramAxa		pramAxaM^xurGatana	
uwWa		melukovataM^pEki_levatam	
niyama		niyamaM^prawijFa^nigrahaM	
niyawa		niSciwa^sWira	
AhAra		AhAraM^apaharaNaM	
no		kAxu^vaxxu	*
nq			*
nq-loka			
nu		kUda	*
nyAsa		sWApiMcadaM^xAcataM	
nyAyya		nyAyaM^uciwaM^sAmAnyaM	
oRaXI		ORaXaM	
ofkAra		ofkAraM	
ojas		Sakwi^balaM^prakASaM	
om		Om	
pAFcajanya		pAFcajanyaM	
pANdava		pANdava	
anIka		sEnyaM	
pANdu		pANdu_rAju	
puwra		puwrudu	
pApa		pApaM	
kqwwama		CexiMpabadinaxi	*
pApman		pApaM^aparAXaM^xuRta	
pArWa		pArWudu^kuMwI_puwrudu	
pAruRya		nirxaya^kaToraM^paruRaM	
pAvaka		agni^sUryudu	
pAvana		pAvanaM^paviwraM^paviwraM_ceyuta	
pAwra		pAwra^vixyA_guNamu_kalavAdu	
pIdA		pIda^kaRtaM^vexana^karuNa	
pONdra		pONdra_xeSaM	
pOruRa		pOruRaM^parAkramaM^puruRa_BAvaM	
pOrvaxehika		pUrvajanma_pApapuNyamulu	
pOwra		pOwrudu^manumadu^kodudu_koduku	
pU1_Nic			
pU2			
arha		arhawa^waginavAdu	
pUjya		pUjiMpaxaginaxi	
pUruRa		puruRudu^maniRi^Awma	
pUrva		wUrpu	
aByAsa		aByAsaM^alavAtu	
pUrvam		pUrvaM	
pUrvawara		pUrvaM	
pUwa		SuxXaM_ceyuta^pUcuta^pUwa	
pUwi		xurgaMXaM	
paFcama		paFcamaM^Exava	
paFcan		paFca^Exu	
paNavAnaka		paNavAnakaM	
gomuKa		gomuKaM	
paNdiwa		paMdiwudu^vixvAMsudu	
paWin		mArgaM^xAri^wrova	
pac1			
pakRin		pakRi^rekkalu_galaxi	
parA			*
parNa		parNaM	
para		para^iwara	
param		para^iwara^BinnaM	
paramA		muKya^SreRTaM^praXAnaM	
paramAwman		paramAwma	
parama		muKya^SreRTaM^praXAnaM	
iRvAsa		villu^Xanussu	
parameSvara		parameSvarudu	
paramparA-pra_Ap1			
paranwapa		SawrunASakudu	
parasparam		parasparaM	
paraswAw		waruvAwa^pimmata	
parawaH		waruvAwa^pimmata	
parawara		waruvAwa^pimmata	
pari-jFAwq		jFAni^buxXimAn	
pariNAma		pariNAmaM^mArpu^parivarwanaM	
pari_SuR1			
pari_ava_sWA1			
pari_cakR1			
pari_cinw1			
pari_kQw1			
pari_kliS2			
pari_mArg1			
pari_sam_Ap1			
pari_upa_As1			
pari_wyaj1			
pari_xah1			
pari_xiv1			
paricarya		seva	
Awmaka		svaBAva	
parigraha		svIkariMcuta^cuttumuttuta	
paripanWin		Sawruvu^ahiwudu	
paripraSna		praSna^kuSala_praSna	
pariwrANa		saMrakRaNa	
pariwyAga		pariwyAgaM^wyAgamu_ceyuta	
parjanya		uwpAxanaM^kaligiMcuta	
paryApwa		paryApwaM^samApwaM	
paryuRiwa		pAcipoyinaxi^bahukAlaM-uMcabadinaxi	
pavana		vAyuvu^gAli^pavanaM	
paviwra		paviwraM	
paw1			
paw1_Nic			
pawafga		pakRi^sUryudu^pawafgaM	
pawra		pawraM^Aku^xaswAveju	
paxa		adugu^sWAnaM^paxamu	
paxma		paxmaM^wAmara	
piwAmaha		piwAmahudu^wAwa	
piwq		piwq^waMdri	
vrawa		vrawaM^niyamaM	
pqRTawaH		venukanuMdi	
pqWak		veru	
pqWakwva		veru	
pqWivI		pqWivi^Bumi	
pqWivIpawi		rAju	
prAFjali		aFjali	
prANAyAma		prANAyAmaM	
prANa		prANa_vAyuvu^prANaM^jIvaM	
apAna		apAna_vAyuvu	
gawi		gawi^gamanaM	
prANa-apAna-sam_Af_yuj2			
prANin		prANi	
prAXAnya		prAXAnyaM^muKyaM	
prAk		wUrpu^muMxara^pUrvamu	
prAkqwa		sAmAnya^sAXAraNa^prAkqwa_BARa	
prIwa		prIwi	
prIwi		prIwi	
prIyamANa			*
praBA		praBa^veVlugu^wejassu	
praBava		puttunaxi	
praBaviRNu			
praBu		praBuvu^rAju^aXipawi^svAmi	
praC1			
praNava		praNavAkAraM^oMkAraM	
praNaya		praNayaM^vivAhaM^snehaM^prema	
praNipAwa		praNAmaM^namaskAraM6aBivAxanaM	
praSAnwa		praSAnwawa	
praSaswa		SreRTa^praSaMsanIyaM	
praWiwa		praKyAwi^prasixXi	
pra_Af_raB1			
pra_Ap1			
pra_Ap2			
pra_BAR1			
pra_BU1			
pra_Nam1			
pra_XmA1			
pra_arWa1			
pra_brU1			
pra_hA2			
pra_han1			
pra_has1			
pra_hqR1			
pra_i1			
pra_jFA2			
pra_kAS1_Nic			
pra_lI1			
pra_lap1			
pra_muc1			
pra_naS1			
pra_nam1			
pra_ni_XA1			
pra_pax1			
pra_sU1			
pra_sU2			
pra_sWA1			
pra_sac2			
pra_sax1			
pra_sax1_Nic			
pra_siX3			
pra_sq1			
pra_u1			
pra_vac1			
pra_vax1			
pra_viS1			
pra_vi_Baj1			
pra_vi_lI1			
pra_vqX1			
pra_vqw1			
pra_vyaW1			
pra_wap1			
pra_xIp1			
pra_xiS1			
pra_xqS1			
pra_xuR1			
pra_xviR1			
pra_yA1			
pra_yam2			
pra_yuj2			
prahlAxa		prahlAxudu	
prajA		prajalu	
prajA-pawi		prajApawi^rAju	
prajApawi		prajApawi^rAju	
prajFA		prajFa^buxXi	
prajana		uwpAxanaM^cUlu^garBamu	
prakASa		prakASaM	
prakASaka		prakASakudu^veVlugu_iccuvAdu	
prakIrwi		kIrwi^prasixXi^yaSassu	
prakqwi-ja		prakqwi_sixXaM	
prakqwi-sWa		svABAvikaM^sahajaM	
samBava		saMBavaM^uxBavaM	
pralIna		naRtamEnaxi^cewanamu_lenixi	
pralaya		pralYyaM	
pramAWin		pIdiMcuvAdu	
pramAxa		pramAxaM	
pramuKa		pramuKudu^muKyaM^SreRTaM	
prapaSyaw		buxXi^jFAnaM	*
prapiwAmaha		muwwAwa	
prasAxa		prasAxaM^anugrahaM^nEvexyaM	
prasaBa		balAwkAraM^hiMsa	
prasafga		prasafgaM^saMxarBaM	
prasanna		prasannaM^nirmalaM	
pravqwwa		prAraMBiMpabadinaxi^niScayiMpabadinaxi	
pravqwwi		AraMBaM^svaBAvaM	
pravyaWiwa		pIdimMpabadinavAdu	
anwar		lopala^naduma	
prawApa		prawApaM^wejassu^vedi	
prawi		samAnaM^mAru	
upakAra		upakAraM^melu	
prawiRTA		prawiRTa^gOravamu	
prawiRTiwA		prawiRTiMpabadinaxi^sWiramEnaxi	
prawiRTiwa		prawiRTiMpabadinaxi^sWiramEnaxi	
prawi_jFA2			
prawi_pax1			
prawi_sWA1_Nic			
prawi_yuXa1			
prawyakRa		prawyakRaM^kanipiMcunaxi^kalYlYa_eVxuru	
avagama		samIpiMcu^welusukonuta	
prawyanIka		Sawruvu^viroXi	
prawyavAya		avaroXaM^pApaM^kRINiMcuta	
prayANa		prayANaM	
prayAwa		canipovuta^velYlYipovuta^AkramiMcuta	
prayawa		jiweMxrudu^Xarmikudu	
prayawna		prayawnaM	
prewa		maraNiMcinavAdu^piSAcamu	
priyA		priya^priyurAlu	
priya		priya^priyurAlu	
cikIrRu		ceyavaleVnani_icca_kalavAdu	
kqwwama		mukkalu_ceyataM	
